,cluster,n,keywords,idea
186,7,12,['bus'],"My small rural town doesn't even have an intact bus system, so anything would be better than it is now. But I would like a service that has people who drive pick up trucks to help you move things. For instance, if you go to the store and purchase a new couch, I'd like to have something like Uber for Pick Up Trucks to call and have them bring my sofa home so that I don't have to pay for outragious delivery fees from the store."
187,7,12,['bus'],"Sleeper buses that pick you up after a night of drinking, and take you to your workplace in the morning, which include showers."
188,7,12,['bus'],"Something like Uber or Lyft, but for getting kids to school. This way it's on an as needed basis rather than paying a flat fee for bus service that may not always be used for one reason or another. Especially when the child is staying late for practice or what not."
189,7,12,['bus'],Uber like school bus system
190,7,12,['bus'],"Ticket sharing system for people who make infrequent trips into the city, or suddenly need to do several trips in a row. A group of people could collectively share a commuter pass for the train or bus system. It would be like a Netflix of commuter passes. The ticket could be held in an existing business or maybe a library, and the ticket would be checked out like a book. People would pay each day they hold the ticket."
191,7,12,['bus'],Uber bus.
192,7,12,['bus'],"Unfortunately, I live in a very small/rural town, so future transportation system would likely be simple public bus transit."
193,7,12,['bus'],UTILIZE SCHOOL BUSES DURING DOWN TIME TO GIVE CHEAP RIDES
194,8,11,['train'],"Elon Musk's Hyperloop, Hi speed trains traveling in tubes above the city."
195,8,11,['train'],"I can imagine a speedbus being a new form of transportation.  It can have its own lane or tracks, and go as fast or faster than a train."
196,8,11,['train'],I would love to see a light rail system in my community. I am thinking of above ground trains that would run to the various suburbs and take people to various local stops. These trains should run a regular schedule so people can use them to commute.
197,8,11,['train'],"Telepads! The Transportation of the Future! Simply step on this portal pad, and you are instantly transported to your location! The movement of molecules into energy is completely safe, and many users only experience a minor burning sensation for a minute after the teleportation process. Forget flying cars, late trains or other outdated modes of transport, and tele away with Telepads!"
198,8,11,['train'],"We have a lot of old and unused train tracks in my town, so I like to create some kind of manually powered train type vehicle that would each fit several people and could be propelled forward either manually for free or with power for a fee."
199,8,11,['train'],"Ticket sharing system for people who make infrequent trips into the city, or suddenly need to do several trips in a row. A group of people could collectively share a commuter pass for the train or bus system. It would be like a Netflix of commuter passes. The ticket could be held in an existing business or maybe a library, and the ticket would be checked out like a book. People would pay each day they hold the ticket."
200,8,11,['train'],train
201,8,11,['train'],Train on tracks.  A small and slow train on preset track for people to enjoy the neighborhood.
202,8,11,['train'],"Use a sky rail train to transport people.  Similar to a subway, but rather than below ground, it would be above ground."
203,8,11,['train'],Use a sky train
204,8,11,['train'],Using train and bike will be good transportation mode which reduces cost of living and be good as they wont harm atmosphere.
205,9,10,['taxi'],A human taxi system like they have in Asian countries. A guy can run around with a cart and pick up passengers.
206,9,10,['taxi'],"Car sharing. Everyone can join a club which has some monthly fee, let's say $100. If they pay this, then they find someone who lets them ride everyday with them to work and back home. They driver gets most of the money (the rest goes to overhead) and takes them to and from work everyday. So I guess it's like a taxi service with a monthly fee, hopefully that using people that work with you at your job."
207,9,10,['taxi'],Combining food delivery services with taxi driving to maximize efficiency.
208,9,10,['taxi'],pod like stock cars for city that run on electric. They can be in routes and be like taxis but driverless.
209,9,10,['taxi'],"Transportation by shopping cart taxis. It's fun, it's cheap, and it'll certainly get the kids on board."
210,9,10,['taxi'],Transportation that would allow people to rent out electric self driving cars. This would let people have cars pick them up at whatever location they want and have the car autonomously drive to their destination. Similar to a fleet of self driving electric taxis. This would greatly reduce the cost of transportation in my opinion because people would not have to buy cars but could rather rent or lease them.
211,9,10,['taxi'],uber lyft or any taxi cabs we are a rural area very large and towns near or past 30 min away from eachother. having a taxi service would be very appreciative and would also bring more jobs locally throughout the whole southern part of this state really/
212,9,10,['taxi'],"Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
213,9,10,['taxi'],"Using autonomous cars/vehicles as taxis that you can rent and have escort you anywhere you would like to go in your area. Cars will be equipped with GPS so customers can log where their destinations, etc."
214,9,10,['taxi'],Using driver-less vehicles as a taxi service around town by allowing residents to reserve a ride at any time by using the town's website.
215,10,10,['traffic'],"A great mode of transportation in my neighborhood could be a bus or tram that runs along the local parkway (a road that basically goes across the whole town) people would be able to hop on it and ride it to their destination and be there within walking distance when getting off the bus/tram. Could be relatively cheap, clear up traffic with less people having to drive around, and is highly economical."
216,10,10,['traffic'],"A human carrying drone. This would require it to be build and withstand certain weight thresholds, such as up to 200 pounds. You would call a drone in and let it know where you want to go. It would pick you up and fly you there at a decent rate of speed and without having to sit in traffic."
217,10,10,['traffic'],my city needs a subway system badly. A subway system would run in a star shaped pattern through the city and eliminate the terrible traffic in my city
218,10,10,['traffic'],remove all non commercial traffic.  have extensive light rail connected to robust subway system.  have storage containers deliver large goods.
219,10,10,['traffic'],Smarter stop lights that are better at managing traffic congestion
220,10,10,['traffic'],Underground walkways at traffic intersections. This would eliminate the need for crosswalks and improve the flow of traffic.
221,10,10,['traffic'],To reduce gridlock and rush hour traffic governments should offer tax incentives for employers offering a staggered work day. I.e. Employees scheduled to be gin work at different times rather than the 7-10 o'clock  morning hour.
222,10,10,['traffic'],"Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
223,10,10,['traffic'],Use of a sky tram.  It runs over the roads so that it doesn't increase traffic.
224,10,10,['traffic'],Using boats to travel in Miami to beat the rush hour traffic. It's quite simple to travel anywhere in Miami by using the canals and various waterways. Boats or ferries should be used not just for sight seeing but for public transportation.
225,11,8,['drive'],"A great mode of transportation in my neighborhood could be a bus or tram that runs along the local parkway (a road that basically goes across the whole town) people would be able to hop on it and ride it to their destination and be there within walking distance when getting off the bus/tram. Could be relatively cheap, clear up traffic with less people having to drive around, and is highly economical."
226,11,8,['drive'],Combining food delivery services with taxi driving to maximize efficiency.
227,11,8,['drive'],"I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants."
228,11,8,['drive'],"I'm imagining a car sharing service with locations throughout the city where you can go pick up a car without having to reserve one in advance. Nor would you have to interact with any people at the pickup/dropoff location. It would be somehow automated. Perhaps you would subscribe to the service an at annual or monthly rate and be given a special kind of 'key' that would give access to any of the cars currently at the pick up location. It would be first come first serve, and there would be smart technology embedded in both the cars and the keys. Your universal key would be linked to your account, and the car you used would transmit all relevant information to the system. Such as , time of pick up. number of miles drive. amount of gas used. Then the fees would be adjusted accordingly based on the type of car you used, miles driven, gas consumed etc. all of this without any human employees and all the fuss that comes with tradiional car rental. Things like insurance and billing info would all be done upfront when a patron sets up an account. This is genius, the more i think about it!"
229,11,8,['drive'],"My small rural town doesn't even have an intact bus system, so anything would be better than it is now. But I would like a service that has people who drive pick up trucks to help you move things. For instance, if you go to the store and purchase a new couch, I'd like to have something like Uber for Pick Up Trucks to call and have them bring my sofa home so that I don't have to pay for outragious delivery fees from the store."
230,11,8,['drive'],we can have a carpooling service where people drive together for free. gas is paid for by every 10th person.
231,11,8,['drive'],"Transportation is mostly done by cars nowadays, but why don't we use rocket powered shoes instead? Flying with footwear is not only cool, it would be much faster than driving."
232,11,8,['drive'],Transportation that would allow people to rent out electric self driving cars. This would let people have cars pick them up at whatever location they want and have the car autonomously drive to their destination. Similar to a fleet of self driving electric taxis. This would greatly reduce the cost of transportation in my opinion because people would not have to buy cars but could rather rent or lease them.
233,12,8,['town'],"A great mode of transportation in my neighborhood could be a bus or tram that runs along the local parkway (a road that basically goes across the whole town) people would be able to hop on it and ride it to their destination and be there within walking distance when getting off the bus/tram. Could be relatively cheap, clear up traffic with less people having to drive around, and is highly economical."
234,12,8,['town'],"I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants."
235,12,8,['town'],"My small rural town doesn't even have an intact bus system, so anything would be better than it is now. But I would like a service that has people who drive pick up trucks to help you move things. For instance, if you go to the store and purchase a new couch, I'd like to have something like Uber for Pick Up Trucks to call and have them bring my sofa home so that I don't have to pay for outragious delivery fees from the store."
236,12,8,['town'],There should be a place to rent bicycles for a nominal fee for a day like they do in the big cities. You can rent a bicycle and return it to any place that also rents the same bicycles. You could also rent scooters to be able to do small errands around town.
237,12,8,['town'],"We have a lot of old and unused train tracks in my town, so I like to create some kind of manually powered train type vehicle that would each fit several people and could be propelled forward either manually for free or with power for a fee."
238,12,8,['town'],uber lyft or any taxi cabs we are a rural area very large and towns near or past 30 min away from eachother. having a taxi service would be very appreciative and would also bring more jobs locally throughout the whole southern part of this state really/
239,12,8,['town'],"Unfortunately, I live in a very small/rural town, so future transportation system would likely be simple public bus transit."
240,12,8,['town'],Using driver-less vehicles as a taxi service around town by allowing residents to reserve a ride at any time by using the town's website.
241,13,8,['neighborhood'],"A great mode of transportation in my neighborhood could be a bus or tram that runs along the local parkway (a road that basically goes across the whole town) people would be able to hop on it and ride it to their destination and be there within walking distance when getting off the bus/tram. Could be relatively cheap, clear up traffic with less people having to drive around, and is highly economical."
242,13,8,['neighborhood'],A high-speed rail that goes around the neighborhood into the city.
243,13,8,['neighborhood'],"My neighborhood will continue to use mainly personal vehicles as a mode of transportation, though the downtown area is working on an underground rail system."
244,13,8,['neighborhood'],This transportation system would be the most spectacular to the entire neighborhood. It is a neighborhood vehicle hub system. It is a hub where everyone with an android or ios or windows phone can open an app and rent out a car or a bike to use around the neighborhood with the additional benefit on these hubs being eco friendly public restrooms with vending machines for those that wish to travel locally and have the munchies.
245,13,8,['neighborhood'],Train on tracks.  A small and slow train on preset track for people to enjoy the neighborhood.
246,13,8,['neighborhood'],"Tunnels, a series of tunnels to and from various nodes around the neighborhood, with access at most corners. These would have flat conveyors to make movement faster than normal walking much like in airports but also be underground to be out of the way and avoid unpleasant weather."
247,13,8,['neighborhood'],"Ultimate monkey bars.  People are too fat in my area, forcing them to travel via monkey bars across the neighborhood should help not only with emission decrease, but weight decrease as well!  There will just be an overhead system running the lengths of the sidewalks at 7 foot high so no one gets hurt if they fall."
248,13,8,['neighborhood'],underground subway that extends to all major neighborhoods. It would be fast and convenient to use.
249,14,7,['area'],"A way to connect your car with a mobile phone app - you would broadcast your intended route (such as commuting home from work) and share this route with people in your local area. For a small fee (under $5) - someone could ask to ""Ride Along"" with you along your route - but with no deviations - they would be allowed to get out along the way, but not change your intended path of travel."
250,14,7,['area'],"I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants."
251,14,7,['area'],"My neighborhood will continue to use mainly personal vehicles as a mode of transportation, though the downtown area is working on an underground rail system."
252,14,7,['area'],"Uber is not currently available in my area, because it is not seen as a large enough ""metro"" area. I believe that if several of the small communities pooled together, there would be enough available and willing drivers to start a less urban and more suburban/rural version of a paid ridesharing service. Since the communities would be pooled, there would likely be drivers from many different areas of the community, so a larger geographic area could be served."
253,14,7,['area'],uber lyft or any taxi cabs we are a rural area very large and towns near or past 30 min away from eachother. having a taxi service would be very appreciative and would also bring more jobs locally throughout the whole southern part of this state really/
254,14,7,['area'],"Ultimate monkey bars.  People are too fat in my area, forcing them to travel via monkey bars across the neighborhood should help not only with emission decrease, but weight decrease as well!  There will just be an overhead system running the lengths of the sidewalks at 7 foot high so no one gets hurt if they fall."
255,14,7,['area'],"Using autonomous cars/vehicles as taxis that you can rent and have escort you anywhere you would like to go in your area. Cars will be equipped with GPS so customers can log where their destinations, etc."
256,15,7,['vehicle'],"My neighborhood will continue to use mainly personal vehicles as a mode of transportation, though the downtown area is working on an underground rail system."
257,15,7,['vehicle'],"We have a lot of old and unused train tracks in my town, so I like to create some kind of manually powered train type vehicle that would each fit several people and could be propelled forward either manually for free or with power for a fee."
258,15,7,['vehicle'],we introduce solar vehicles.
259,15,7,['vehicle'],This transportation system would be the most spectacular to the entire neighborhood. It is a neighborhood vehicle hub system. It is a hub where everyone with an android or ios or windows phone can open an app and rent out a car or a bike to use around the neighborhood with the additional benefit on these hubs being eco friendly public restrooms with vending machines for those that wish to travel locally and have the munchies.
260,15,7,['vehicle'],This would be a bike lane that would be protected from other vehicles. It would make biking more safe and efficient. Bicycles would move in one road and cars would be on a different one. Cars would have to give the right of way to bicycles.
261,15,7,['vehicle'],transportation vehicles
262,15,7,['vehicle'],Using driver-less vehicles as a taxi service around town by allowing residents to reserve a ride at any time by using the town's website.
263,16,7,['road'],"A great mode of transportation in my neighborhood could be a bus or tram that runs along the local parkway (a road that basically goes across the whole town) people would be able to hop on it and ride it to their destination and be there within walking distance when getting off the bus/tram. Could be relatively cheap, clear up traffic with less people having to drive around, and is highly economical."
264,16,7,['road'],"A magnetic railway car, like a trolley, that moves and stops by people pressing buttons on the side of the road"
265,16,7,['road'],"Change the road into a high speed moving floor, like what they have at airport terminals but faster and with chairs to sit in.  You can board a chair in a parking lot/driveway and operate a machine to choose destination.  The chair will then merge into the moving road and go for the destination."
266,16,7,['road'],"ROAD TRANSPORT - BICYCLE (GOOD EXERCISE FOR OUR WHOLE BODY, LOW COST AND NO POLLUTION."
267,16,7,['road'],This would be a bike lane that would be protected from other vehicles. It would make biking more safe and efficient. Bicycles would move in one road and cars would be on a different one. Cars would have to give the right of way to bicycles.
268,16,7,['road'],Transportation would not be about getting the general population from home to work and back. It would be about moving goods and services to people directly.This will require drone technologiy so that road infrastructure could be used to get bulk items from one place to another more efficiently and faster. Public transportation should be the rule.
269,16,7,['road'],Use of a sky tram.  It runs over the roads so that it doesn't increase traffic.
270,17,7,['tube'],A station with a tube in the ground with a high speed pod that would shoot me at a quick speed across the city or across the country in a couple hours. It would be faster than an airplane and safer too.
271,17,7,['tube'],"Elon Musk's Hyperloop, Hi speed trains traveling in tubes above the city."
272,17,7,['tube'],Tubes that are linked together and are wide enough to fit a person laying down. People get in a capsule and are delivered in great speeds to their destination by using compressed air or other methods. You can have tube terminals all over the city.
273,17,7,['tube'],Tubes that fly you around really fast like. It would be free and you could feel air wishing by you.
274,17,7,['tube'],"Tubes. Interconnected web that you can get in at your front door, arrive at your destination all while sitting back and relaxing."
275,17,7,['tube'],vaccum system of tubes like at a bank.  High speed escalators.  Conveyor system for cars on the interstate.
276,17,7,['tube'],Vacuum tube travel with a central hub in various outlying cities
277,18,6,['speed'],"A human carrying drone. This would require it to be build and withstand certain weight thresholds, such as up to 200 pounds. You would call a drone in and let it know where you want to go. It would pick you up and fly you there at a decent rate of speed and without having to sit in traffic."
278,18,6,['speed'],A station with a tube in the ground with a high speed pod that would shoot me at a quick speed across the city or across the country in a couple hours. It would be faster than an airplane and safer too.
279,18,6,['speed'],"Change the road into a high speed moving floor, like what they have at airport terminals but faster and with chairs to sit in.  You can board a chair in a parking lot/driveway and operate a machine to choose destination.  The chair will then merge into the moving road and go for the destination."
280,18,6,['speed'],"Elon Musk's Hyperloop, Hi speed trains traveling in tubes above the city."
281,18,6,['speed'],Tubes that are linked together and are wide enough to fit a person laying down. People get in a capsule and are delivered in great speeds to their destination by using compressed air or other methods. You can have tube terminals all over the city.
282,18,6,['speed'],vaccum system of tubes like at a bank.  High speed escalators.  Conveyor system for cars on the interstate.
283,19,6,['rail'],A high-speed rail that goes around the neighborhood into the city.
284,19,6,['rail'],I would love to see a light rail system in my community. I am thinking of above ground trains that would run to the various suburbs and take people to various local stops. These trains should run a regular schedule so people can use them to commute.
285,19,6,['rail'],In the city i live in there is no public transportation. If some rails or buses could be brought in it could help a lot of people here.
286,19,6,['rail'],"My neighborhood will continue to use mainly personal vehicles as a mode of transportation, though the downtown area is working on an underground rail system."
287,19,6,['rail'],remove all non commercial traffic.  have extensive light rail connected to robust subway system.  have storage containers deliver large goods.
288,19,6,['rail'],"Use a sky rail train to transport people.  Similar to a subway, but rather than below ground, it would be above ground."
289,20,5,['subway'],It be awesome to have Subways to get to downtown faster for Football game and save money on parking.
290,20,5,['subway'],my city needs a subway system badly. A subway system would run in a star shaped pattern through the city and eliminate the terrible traffic in my city
291,20,5,['subway'],remove all non commercial traffic.  have extensive light rail connected to robust subway system.  have storage containers deliver large goods.
292,20,5,['subway'],underground subway that extends to all major neighborhoods. It would be fast and convenient to use.
293,20,5,['subway'],"Use a sky rail train to transport people.  Similar to a subway, but rather than below ground, it would be above ground."
294,21,5,['transport'],"ROAD TRANSPORT - BICYCLE (GOOD EXERCISE FOR OUR WHOLE BODY, LOW COST AND NO POLLUTION."
295,21,5,['transport'],"Telepads! The Transportation of the Future! Simply step on this portal pad, and you are instantly transported to your location! The movement of molecules into energy is completely safe, and many users only experience a minor burning sensation for a minute after the teleportation process. Forget flying cars, late trains or other outdated modes of transport, and tele away with Telepads!"
296,21,5,['transport'],Uberbus. Uber hiring for large amounts of people to be transported.
297,21,5,['transport'],"Use a sky rail train to transport people.  Similar to a subway, but rather than below ground, it would be above ground."
298,21,5,['transport'],"Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
299,22,2,"['transportation', 'bike']",This transportation system would be the most spectacular to the entire neighborhood. It is a neighborhood vehicle hub system. It is a hub where everyone with an android or ios or windows phone can open an app and rent out a car or a bike to use around the neighborhood with the additional benefit on these hubs being eco friendly public restrooms with vending machines for those that wish to travel locally and have the munchies.
300,22,2,"['transportation', 'bike']",Using train and bike will be good transportation mode which reduces cost of living and be good as they wont harm atmosphere.
301,23,2,"['transportation', 'downtown']","I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants."
302,23,2,"['transportation', 'downtown']","My neighborhood will continue to use mainly personal vehicles as a mode of transportation, though the downtown area is working on an underground rail system."
303,24,2,"['transportation', 'location']","Telepads! The Transportation of the Future! Simply step on this portal pad, and you are instantly transported to your location! The movement of molecules into energy is completely safe, and many users only experience a minor burning sensation for a minute after the teleportation process. Forget flying cars, late trains or other outdated modes of transport, and tele away with Telepads!"
304,24,2,"['transportation', 'location']",Transportation that would allow people to rent out electric self driving cars. This would let people have cars pick them up at whatever location they want and have the car autonomously drive to their destination. Similar to a fleet of self driving electric taxis. This would greatly reduce the cost of transportation in my opinion because people would not have to buy cars but could rather rent or lease them.
305,25,2,"['transportation', 'its']","Transportation by shopping cart taxis. It's fun, it's cheap, and it'll certainly get the kids on board."
306,25,2,"['transportation', 'its']",Using boats to travel in Miami to beat the rush hour traffic. It's quite simple to travel anywhere in Miami by using the canals and various waterways. Boats or ferries should be used not just for sight seeing but for public transportation.
307,26,1,"['transportation', 'fuel']",using Biogas as fuel are also good innovative thing which makes goood transportation system .
308,27,1,"['transportation', 'transit']","Unfortunately, I live in a very small/rural town, so future transportation system would likely be simple public bus transit."
309,28,1,"['transportation', 'ferry']",Using boats to travel in Miami to beat the rush hour traffic. It's quite simple to travel anywhere in Miami by using the canals and various waterways. Boats or ferries should be used not just for sight seeing but for public transportation.
310,29,1,"['transportation', 'waterway']",Using boats to travel in Miami to beat the rush hour traffic. It's quite simple to travel anywhere in Miami by using the canals and various waterways. Boats or ferries should be used not just for sight seeing but for public transportation.
311,30,1,"['transportation', 'campus']","I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants."
312,31,1,"['transportation', 'rocket']","Transportation is mostly done by cars nowadays, but why don't we use rocket powered shoes instead? Flying with footwear is not only cool, it would be much faster than driving."
313,32,1,"['transportation', 'infrastructure']",Transportation would not be about getting the general population from home to work and back. It would be about moving goods and services to people directly.This will require drone technologiy so that road infrastructure could be used to get bulk items from one place to another more efficiently and faster. Public transportation should be the rule.
314,33,1,"['transportation', 'base']",Transportation based on carts. Everyone gets on a cart that moves from street to street. It stops only briefly to let people on and off.
315,34,1,"['transportation', 'hub']",This transportation system would be the most spectacular to the entire neighborhood. It is a neighborhood vehicle hub system. It is a hub where everyone with an android or ios or windows phone can open an app and rent out a car or a bike to use around the neighborhood with the additional benefit on these hubs being eco friendly public restrooms with vending machines for those that wish to travel locally and have the munchies.
316,35,1,"['transportation', 'fleet']",Transportation that would allow people to rent out electric self driving cars. This would let people have cars pick them up at whatever location they want and have the car autonomously drive to their destination. Similar to a fleet of self driving electric taxis. This would greatly reduce the cost of transportation in my opinion because people would not have to buy cars but could rather rent or lease them.
317,36,1,"['transportation', 'route']","I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants."
318,37,1,"['transportation', 'canal']",Using boats to travel in Miami to beat the rush hour traffic. It's quite simple to travel anywhere in Miami by using the canals and various waterways. Boats or ferries should be used not just for sight seeing but for public transportation.
319,38,1,"['transportation', 'tram']","A great mode of transportation in my neighborhood could be a bus or tram that runs along the local parkway (a road that basically goes across the whole town) people would be able to hop on it and ride it to their destination and be there within walking distance when getting off the bus/tram. Could be relatively cheap, clear up traffic with less people having to drive around, and is highly economical."
320,39,1,"['transportation', 'streetcar']","I think having a streetcar system would be amazing, it could be automated to accept fares, and would provide safe transportation for all."
321,40,1,"['transportation', 'boat']",Using boats to travel in Miami to beat the rush hour traffic. It's quite simple to travel anywhere in Miami by using the canals and various waterways. Boats or ferries should be used not just for sight seeing but for public transportation.
322,41,1,"['transportation', 'shuttle']","I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants."
323,42,2,"['system', 'transit']","Unfortunately, I live in a very small/rural town, so future transportation system would likely be simple public bus transit."
324,42,2,"['system', 'transit']","Help public transit bring people to holiday events,fairs, festivals and sporting events in my community. Be sure to  with my local public transit system"
325,43,2,"['system', 'interstate']",Make an interstate system that is powered by a conveyor belt.
326,43,2,"['system', 'interstate']",vaccum system of tubes like at a bank.  High speed escalators.  Conveyor system for cars on the interstate.
327,44,1,"['system', 'trucks']","My small rural town doesn't even have an intact bus system, so anything would be better than it is now. But I would like a service that has people who drive pick up trucks to help you move things. For instance, if you go to the store and purchase a new couch, I'd like to have something like Uber for Pick Up Trucks to call and have them bring my sofa home so that I don't have to pay for outragious delivery fees from the store."
328,45,1,"['system', 'fuel']",using Biogas as fuel are also good innovative thing which makes goood transportation system .
329,46,1,"['system', 'bike']",This transportation system would be the most spectacular to the entire neighborhood. It is a neighborhood vehicle hub system. It is a hub where everyone with an android or ios or windows phone can open an app and rent out a car or a bike to use around the neighborhood with the additional benefit on these hubs being eco friendly public restrooms with vending machines for those that wish to travel locally and have the munchies.
330,47,1,"['system', 'buses']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
331,48,1,"['system', 'gas']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
332,49,1,"['system', 'ground']",I would love to see a light rail system in my community. I am thinking of above ground trains that would run to the various suburbs and take people to various local stops. These trains should run a regular schedule so people can use them to commute.
333,50,1,"['system', 'autos']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
334,51,1,"['system', 'bank']",vaccum system of tubes like at a bank.  High speed escalators.  Conveyor system for cars on the interstate.
335,52,1,"['system', 'base']","I'm imagining a car sharing service with locations throughout the city where you can go pick up a car without having to reserve one in advance. Nor would you have to interact with any people at the pickup/dropoff location. It would be somehow automated. Perhaps you would subscribe to the service an at annual or monthly rate and be given a special kind of 'key' that would give access to any of the cars currently at the pick up location. It would be first come first serve, and there would be smart technology embedded in both the cars and the keys. Your universal key would be linked to your account, and the car you used would transmit all relevant information to the system. Such as , time of pick up. number of miles drive. amount of gas used. Then the fees would be adjusted accordingly based on the type of car you used, miles driven, gas consumed etc. all of this without any human employees and all the fuss that comes with tradiional car rental. Things like insurance and billing info would all be done upfront when a patron sets up an account. This is genius, the more i think about it!"
336,53,1,"['system', 'downtown']","My neighborhood will continue to use mainly personal vehicles as a mode of transportation, though the downtown area is working on an underground rail system."
337,54,1,"['system', 'hub']",This transportation system would be the most spectacular to the entire neighborhood. It is a neighborhood vehicle hub system. It is a hub where everyone with an android or ios or windows phone can open an app and rent out a car or a bike to use around the neighborhood with the additional benefit on these hubs being eco friendly public restrooms with vending machines for those that wish to travel locally and have the munchies.
