,,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M,False Positive,False Negative
,,num_word_similarity,18,1,nearest_neighbors,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2297,203,50,0,2297
,,num_word_similarity,18,18,nearest_neighbors,sentence-based,n50_de_bc,"[ 7  5  8  8  1  5 16 17 15  1  1  1 10  2  1  4  1 14  2  7  2  9 16 11  7
 13 13  5  6  8  9  1  1 10  5  4 10 12  1  0  3  9  5  4  7  3 17 12  1 14]",303,57,2,146,157
,,num_word_similarity,18,9,precomputed,word-based,n50_de_bc,"[3, 1, 0, 0, 3, 3, 3, 10, 1, 12, 0, 3, 3, 1, 1, 1, 1, 3, 9, 11, 3, 14, 1, 1, 3, 1, 3, 3, 1, 1, 1, 1, 1, 3, 1, 3, 3, 3, 1, 3, 1, 1, 14, 7, 3, 1, 3, 3, 0, 9]",703,125,2,78,625
,,num_word_similarity,18,18,precomputed,sentence-based,n50_de_bc,"[ 7  9  0  0  0  6 11 13  0  0  0  0  3 12  0  0  0  2 12 17 10  1 11  8 17
  0 16  4  0  0  1  0  0  2  4  3 15  9  0 16  5  1  5  3 17  0  5 17  0 14]",475,63,2,140,335
,,num_word_similarity,18,4,rbf,word-based,n50_de_bc,"[3, 3, 2, 2, 2, 3, 2, 3, 2, 3, 0, 3, 3, 2, 6, 3, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3, 2, 3, 3, 3, 2, 3, 3, 2, 2, 3, 2, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]",1171,129,9.5,74,1097
,,num_word_similarity,18,18,rbf,sentence-based,n50_de_bc,"[12  5 12 12  0 10  4 12 12 12  0 12 15  8 12 12 16 13 12 12  3 12 12 12 12
 12 12 11 12 12 12 12 12  6  9 12  2 12 12 12 12 12 17 12 12 12  1  7 16 14]",977,105,1,98,879
,,num_word_similarity,18,3,sigmoid,word-based,n50_de_bc,"[2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 0, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2]",1835,161,3,42,1793
,,num_word_similarity,18,18,sigmoid,sentence-based,n50_de_bc,"[ 1  4  1  0 14 12  1 17  1  5  1  1 17  8 17  1 17 15  2  1  3  1  1 10  1
  1  1  9 17  1  1 16  0  1  6  1 11 13 17  1  1  1  7  1 17  1  1  1  0  1]",723,89,1,114,609
,,num_word_similarity,18,4,polynomial,word-based,n50_de_bc,"[5, 5, 1, 1, 5, 5, 5, 5, 1, 1, 0, 5, 5, 5, 1, 5, 1, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 5, 1, 1, 5, 1, 5, 2, 5, 1, 5, 5, 5, 5, 5, 5, 1, 1]",1235,125,8.5,78,1157
,,num_word_similarity,18,18,polynomial,sentence-based,n50_de_bc,"[13  4  0  0  0 11  9 14  0  0  0  0  5 15  0  0  0 10  4  0  1  0  0 16  0
  8  8  2  0  0  0  0  0  3  7  8 12 12  0  8  0  0 17  8  0  0 12  9  0  6]",733,75,1,128,605
,,num_word_similarity,18,3,poly,word-based,n50_de_bc,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2071,173,2,30,2041
,,num_word_similarity,18,18,poly,sentence-based,n50_de_bc,"[16 11  0  0  0 12  5  6  0  0  0  0 15  4  0  0  0 13 11  0  1  0  0 14  0
  8  8  3  0  0  0  0  0  2 10  8  0 17  0  8  0  0  7  8  0  0 17  5  0  9]",779,75,1,128,651
,,num_word_similarity,18,7,linear,word-based,n50_de_bc,"[9, 0, 5, 1, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 0, 9, 0, 0, 2, 0, 5, 0, 0, 2, 15, 0, 0, 0, 0, 0, 5, 1, 0, 12, 0, 0, 0, 1, 9, 0, 5, 0, 0, 1, 5, 0, 0, 0, 0]",1057,121,4,82,975
,,num_word_similarity,18,18,linear,sentence-based,n50_de_bc,"[ 4  2 10 15  3  2 13  6 16  3  3  1  7  1  3  0  3  5  2 10 11  4  9  3 10
  8  8  2 10 14  4  3  3  5  2  7  1  2  3  8 12  4  2  7 10 17  7 13  3  5]",303,73,1.5,130,173
,,num_word_similarity,18,9,cosine,word-based,n50_de_bc,"[3, 1, 11, 11, 1, 1, 8, 1, 1, 1, 0, 1, 1, 1, 8, 1, 16, 9, 1, 1, 1, 5, 1, 1, 3, 1, 1, 1, 1, 5, 2, 1, 11, 1, 1, 1, 1, 1, 2, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1]",1187,137,2,66,1121
,,num_word_similarity,18,18,cosine,sentence-based,n50_de_bc,"[ 7  1 15 16  0  0 10 11  6 16  0 16 11 16 17  3  0  4 16  7  8  2 15  0  7
  3  3 13 17  9  2  0 17  4 13 12 14  1 17  3  5  2  5 12  7  6  5 13  0  4]",275,55,2.5,148,127
,,num_word_similarity,20,1,nearest_neighbors,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2297,203,50,0,2297
,,num_word_similarity,20,20,nearest_neighbors,sentence-based,n50_de_bc,"[ 0  7 14  4  3  6  3 17 18  4  3  3  7  1  2  3  3  8  1  5  1  0 13 11  9
 15 16  6  2 14  0  3  3 10  6  6 10  5  2 16 12  0  7  3 19 12 17  5  3  8]",295,55,2,148,147
,,num_word_similarity,20,13,precomputed,word-based,n50_de_bc,"[9, 9, 0, 0, 9, 9, 9, 9, 6, 12, 0, 16, 15, 5, 8, 6, 11, 9, 9, 12, 9, 9, 5, 18, 12, 11, 9, 9, 12, 14, 9, 4, 12, 12, 8, 9, 9, 9, 9, 7, 4, 9, 9, 9, 9, 6, 9, 9, 11, 9]",709,75,2,128,581
,,num_word_similarity,20,20,precomputed,sentence-based,n50_de_bc,"[ 4  6  2  2 13  7 14  8  3 13 13 13  8  6 13 13 13  0  6 11 15 19 13 10 16
 13 13  5 13 13 19 13 13  0  5 18 17  3 13 13  1 19  1 13 13  3 12  9 13  0]",493,67,1,136,357
,,num_word_similarity,20,6,rbf,word-based,n50_de_bc,"[17, 17, 17, 11, 2, 17, 17, 17, 2, 10, 0, 17, 17, 17, 17, 2, 2, 17, 17, 17, 17, 0, 17, 17, 17, 2, 17, 17, 2, 17, 10, 10, 10, 17, 17, 17, 17, 17, 17, 17, 2, 1, 17, 17, 17, 17, 2, 17, 2, 1]",1079,127,3,76,1003
,,num_word_similarity,20,20,rbf,sentence-based,n50_de_bc,"[ 0  6  0  0 17 10  4  0  0  0 17  0  2 13  0  0 14  9  0  0 16  0  0  0  0
  0  0 12  0  0  0 19 18  7  3  0  8  0 18  0  0  0  5  0  0  0  1 15 14 11]",821,97,1,106,715
,,num_word_similarity,20,8,sigmoid,word-based,n50_de_bc,"[12, 18, 1, 12, 12, 12, 18, 12, 1, 2, 0, 12, 12, 18, 3, 18, 2, 8, 12, 1, 12, 12, 18, 1, 8, 12, 18, 12, 1, 8, 1, 8, 3, 12, 12, 12, 18, 12, 18, 4, 1, 8, 1, 12, 12, 18, 1, 12, 2, 12]",651,77,4,126,525
,,num_word_similarity,20,20,sigmoid,sentence-based,n50_de_bc,"[ 0 15  0 19  5  9  0 16  0 14  0  4 16  3 16  0 16  1 12  0 13  0  0  7  0
  0  0  2 16  0  0 17 18  0  8  0  6 11 16  0  0  0 10  0 16  0  0  0  0  0]",725,85,1,118,607
,,num_word_similarity,20,6,polynomial,word-based,n50_de_bc,"[14, 14, 0, 0, 2, 14, 14, 14, 0, 0, 0, 14, 14, 14, 14, 14, 0, 14, 6, 2, 14, 0, 14, 14, 14, 3, 0, 14, 14, 14, 0, 1, 0, 14, 14, 6, 0, 14, 14, 14, 6, 0, 14, 6, 14, 6, 14, 14, 0, 14]",953,117,3.5,86,867
,,num_word_similarity,20,20,polynomial,sentence-based,n50_de_bc,"[18  8  5  5  5  9  4 16  5  5  5  5  7 13  5  5  5  6  8  5  1  5  5 19 17
 10 10 12  5  5  5  5  5  3  2 10 11  0  5 10  5  5 15 10 15  5  0  4  5 14]",641,73,1,130,511
,,num_word_similarity,20,5,poly,word-based,n50_de_bc,"[6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6]",1689,191,1,12,1677
,,num_word_similarity,20,20,poly,sentence-based,n50_de_bc,"[15  5  0  0  0 12  4 14  0  0  0  0 16  9  0  0  0  8  5 18  1  0  0 19 18
  6  6 11  0  0  0  0  0  2  3  6 17  0  0  6  0  0  7  6  0  0 10  4  0 13]",685,73,1,130,555
,,num_word_similarity,20,9,linear,word-based,n50_de_bc,"[10, 8, 10, 3, 9, 10, 10, 10, 4, 2, 0, 10, 10, 10, 10, 4, 2, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 11, 10, 8, 3, 2, 10, 2, 10, 10, 10, 2, 10, 10, 10, 12, 11, 10, 2, 10, 10, 10, 10]",1005,141,2,62,943
,,num_word_similarity,20,20,linear,sentence-based,n50_de_bc,"[ 0 12 14 10  6  7 16  6 18  3  6  1  2  1  6 19  6  4  3  9 15  0 16  3  2
  7  7 12 11  8  0  6  6  4 12 17  1  3  6  7 13  0  2 17  2  5  2 16  6  4]",281,63,1.5,140,141
,,num_word_similarity,20,7,cosine,word-based,n50_de_bc,"[6, 6, 3, 6, 6, 6, 6, 6, 17, 0, 0, 0, 6, 6, 6, 6, 0, 6, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 4, 1, 5, 0, 0, 6, 6, 6, 0, 17, 6, 6, 6, 0, 6, 6, 6, 6, 5, 6, 0, 1]",1103,119,2,84,1019
,,num_word_similarity,20,20,cosine,sentence-based,n50_de_bc,"[ 3 12 15 12  6 13 10  6 18 12 19  4  6 17  5 11  6  1 17  7  9  3 16 19 15
 11  4 14  5  6  3  6  5  1 14  6 12 12  5 11  0  3  0 11 15 18  8  2  6  2]",281,53,2,150,131
,,num_word_similarity,22,9,nearest_neighbors,word-based,n50_de_bc,"[6, 7, 6, 8, 7, 5, 8, 7, 2, 2, 0, 16, 5, 7, 7, 2, 2, 2, 16, 7, 7, 13, 2, 7, 8, 2, 6, 6, 7, 7, 6, 3, 2, 7, 3, 7, 7, 2, 2, 3, 16, 2, 2, 7, 16, 2, 2, 3, 3, 7]",563,71,4,132,431
,,num_word_similarity,22,22,nearest_neighbors,sentence-based,n50_de_bc,"[ 1  5  1  0  2  5 10 17 15 10  2 10  4 16  7 18  2 13 16 19 16  4 14 12 20
 11  1  5  7 21  4  2 10  6  5  5  6 11 10  9  3  4  5 10  8  3 17 11  2 13]",263,55,2,148,115
,,num_word_similarity,22,7,precomputed,word-based,n50_de_bc,"[6, 6, 0, 0, 6, 0, 6, 6, 6, 6, 0, 6, 6, 6, 3, 6, 6, 6, 6, 1, 6, 6, 20, 6, 6, 8, 6, 6, 6, 1, 14, 8, 6, 6, 6, 6, 6, 6, 6, 20, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1391,143,2,60,1331
,,num_word_similarity,22,22,precomputed,sentence-based,n50_de_bc,"[20  8  2  2  2  3 17 12  2  2  2  2  5 15  2  2  2  4 15  1 11 19  0 14 18
  2  2  6  2  2 19  2  2  4 13  9 10  8  2  0  2 19 16  2  2  2  7 21  2  4]",583,75,1,128,455
,,num_word_similarity,22,3,rbf,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7, 0, 0, 7, 0, 0]",1955,187,3,16,1939
,,num_word_similarity,22,22,rbf,sentence-based,n50_de_bc,"[ 0 12  0  0 20  7  8  0  0  0 17  0  4  1 21  0 15  2  0  0  6  0  0  0  0
  0  0  3  0  0  0 19 18 14 11  0 10  0 18  0  0  0  5  0  0  0  9 16 15 13]",777,91,1,112,665
,,num_word_similarity,22,7,sigmoid,word-based,n50_de_bc,"[1, 14, 4, 4, 14, 14, 1, 14, 2, 14, 0, 14, 14, 1, 14, 8, 1, 14, 14, 0, 14, 8, 14, 14, 14, 14, 14, 14, 14, 14, 1, 3, 14, 1, 14, 14, 14, 14, 1, 14, 14, 14, 14, 14, 14, 14, 1, 1, 1, 14]",1079,131,2,72,1007
,,num_word_similarity,22,22,sigmoid,sentence-based,n50_de_bc,"[ 2 15  2  0 18  6  2 16  2 11  2  4 17 12  0  2  0  1 14  2 13  2  2  8  2
  2  2  7  0  2  2 19 20  2 10  2  3  9  0  2  2  2  5  2 21  2  2  2  2  2]",703,85,1,118,585
,,num_word_similarity,22,5,polynomial,word-based,n50_de_bc,"[14, 14, 9, 9, 4, 14, 14, 14, 14, 4, 0, 0, 14, 14, 4, 14, 4, 14, 4, 4, 14, 4, 20, 4, 14, 14, 4, 14, 4, 4, 14, 14, 4, 14, 14, 4, 14, 14, 4, 14, 14, 14, 4, 14, 14, 14, 4, 14, 4, 4]",1035,115,2,88,947
,,num_word_similarity,22,22,polynomial,sentence-based,n50_de_bc,"[16  7  1  1  1 14  6  8  1  1  1  1  5 15  1  1  1  4  7  1  2  1  1 17 21
 20 20  3  1  1  1  1  1 13 12 10  0 19  1 20  1  1 18  1 21  1  9  6  1 11]",683,67,1,136,547
,,num_word_similarity,22,4,poly,word-based,n50_de_bc,"[1, 1, 17, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1959,183,1.5,20,1939
,,num_word_similarity,22,22,poly,sentence-based,n50_de_bc,"[19  8  2  2  2  7  5 10  2  2  2  2 13 14  2  2  2 16  8  2  1  2  2 15  0
 21 21 12  2  2  2  2  2  4  3 17 18 11  2 21 20  2  6  2  0  2 11  5  2  9]",647,63,1,140,507
,,num_word_similarity,22,11,linear,word-based,n50_de_bc,"[17, 17, 3, 9, 5, 17, 17, 17, 17, 1, 0, 17, 17, 17, 17, 7, 4, 17, 17, 5, 17, 5, 4, 1, 17, 9, 10, 17, 9, 9, 5, 1, 4, 17, 17, 17, 17, 17, 1, 17, 5, 5, 17, 16, 17, 9, 17, 17, 20, 17]",753,109,1,94,659
,,num_word_similarity,22,22,linear,sentence-based,n50_de_bc,"[ 0  6 13 16  2  4  7  4 20  2  2  1 14 21 18 17  2  3  6 11 10  0 12  2 19
  4  4  6 15  5  0  2  2  3  6 14  1  6  2  4  9  0  6 14 19  8  0  7  2  3]",283,65,1,138,145
,,num_word_similarity,22,9,cosine,word-based,n50_de_bc,"[7, 12, 7, 12, 12, 8, 5, 8, 5, 12, 0, 12, 12, 12, 12, 12, 5, 12, 12, 5, 12, 9, 5, 8, 7, 8, 12, 12, 2, 5, 7, 12, 5, 12, 12, 12, 12, 7, 12, 0, 4, 7, 9, 4, 12, 3, 7, 12, 7, 12]",709,83,2,120,589
,,num_word_similarity,22,22,cosine,sentence-based,n50_de_bc,"[ 3 10 10 10 10 13 15  8  9 10  1 10  8 12 14  2 10  5 12 10  0  3  6  1 21
  2  6 19 14 17  3 10 14  5 16 18 20 10 14  6 11  3 11  2 17  9  7  4 10  5]",307,55,2,148,159
,,num_word_similarity,24,6,nearest_neighbors,word-based,n50_de_bc,"[2, 5, 5, 5, 2, 4, 5, 2, 4, 5, 0, 4, 2, 4, 2, 4, 0, 5, 2, 4, 5, 11, 5, 4, 5, 4, 2, 2, 2, 2, 5, 2, 2, 0, 5, 4, 5, 5, 0, 21, 2, 4, 4, 0, 2, 4, 5, 2, 0, 4]",669,81,9.5,122,547
,,num_word_similarity,24,24,nearest_neighbors,sentence-based,n50_de_bc,"[13  1 13  9 13  1  6 20 13  5 13  0  8 15  0  3  5  2 15 12  4  7 18 21 19
 16 16  1 22 11 17  5  7  4  1  8  4 23  0 10  6  7  1  8 14  2 20 13  5  2]",243,55,1.5,148,95
,,num_word_similarity,24,14,precomputed,word-based,n50_de_bc,"[11, 1, 11, 10, 11, 11, 1, 8, 1, 1, 0, 1, 11, 11, 11, 7, 1, 18, 11, 11, 11, 7, 19, 4, 9, 7, 11, 5, 11, 3, 9, 12, 11, 7, 11, 8, 9, 2, 1, 11, 4, 7, 11, 11, 11, 11, 11, 10, 1, 19]",561,81,2,122,439
,,num_word_similarity,24,24,precomputed,sentence-based,n50_de_bc,"[ 4  8  4  4  1  6 22  7  1  1  1  1  7 23  1  1  1  5 18 11 15  4  1 17 12
  1 19  0  1  1  4  1  1  5 13 21  9 16  1 20  1  4 14  1  1  1  3 10  1  2]",537,65,1,138,399
,,num_word_similarity,24,8,rbf,word-based,n50_de_bc,"[0, 11, 1, 11, 9, 18, 1, 11, 0, 19, 0, 11, 11, 11, 1, 11, 1, 11, 11, 11, 11, 0, 3, 11, 4, 11, 4, 11, 18, 11, 0, 11, 11, 11, 1, 1, 11, 11, 1, 18, 1, 0, 11, 11, 18, 18, 11, 1, 1, 1]",747,87,3.5,116,631
,,num_word_similarity,24,24,rbf,sentence-based,n50_de_bc,"[ 0 11  0  0 17  2  9  0  0  0 20  0 15  4 21  0 23  5  0  0  8  0  0  0  0
  0  0 14  0  0  0 19 18 12  6  0 10  0 22  0  0  0  7  0  0  0 13  3 16  1]",773,91,1,112,661
,,num_word_similarity,24,8,sigmoid,word-based,n50_de_bc,"[18, 18, 5, 5, 1, 18, 18, 18, 15, 1, 0, 18, 18, 18, 18, 1, 1, 18, 18, 18, 18, 9, 9, 15, 18, 15, 18, 18, 1, 18, 9, 9, 18, 18, 18, 18, 18, 15, 18, 17, 18, 2, 18, 18, 1, 18, 18, 18, 1, 1]",929,109,3,94,835
,,num_word_similarity,24,24,sigmoid,sentence-based,n50_de_bc,"[ 0  5  0 19 21  9  0 14  0 16  0  2 18 12 23  0  0  7 15  0 11  0  0  4  0
  0  0 10 17  0  0 22 20  0  6  0  3  1 23  0  0  0 13  0  8  0  0  0  0  0]",739,83,1,120,619
,,num_word_similarity,24,5,polynomial,word-based,n50_de_bc,"[4, 4, 12, 4, 4, 4, 4, 4, 4, 4, 0, 10, 4, 4, 10, 4, 4, 4, 4, 4, 4, 10, 4, 4, 4, 4, 4, 4, 4, 4, 10, 4, 6, 4, 4, 4, 4, 4, 0, 4, 4, 4, 10, 4, 4, 4, 4, 10, 12, 4]",1455,157,2,46,1409
,,num_word_similarity,24,24,polynomial,sentence-based,n50_de_bc,"[21  0  3  3  3 14 10 13  3  3  3  3  7  9  3  3  3  6  0 16  2  3  3 15 16
  1  1  5  3  3  3  3  3  4 12 18 17 11  3  1  3  3 20  3 23  3 19 22  3  8]",635,67,1,136,499
,,num_word_similarity,24,7,poly,word-based,n50_de_bc,"[11, 11, 10, 1, 11, 11, 10, 11, 3, 10, 0, 11, 11, 11, 11, 11, 11, 10, 11, 11, 11, 10, 10, 11, 11, 11, 10, 11, 20, 11, 11, 7, 11, 11, 10, 11, 11, 11, 10, 11, 11, 11, 11, 0, 10, 11, 11, 10, 10, 11]",1109,135,1,68,1041
,,num_word_similarity,24,24,poly,sentence-based,n50_de_bc,"[ 8  3  2  2  2  5 22 14  2  2  2  2 11 18  2  2  2  4  3 23  1  2  2 15 23
  0  0 13  2  2  2  2  2 10  6 19 12 20  2  0  2  2  7  0 21  2 17  9  2 16]",597,67,1,136,461
,,num_word_similarity,24,8,linear,word-based,n50_de_bc,"[20, 5, 1, 13, 8, 13, 8, 13, 13, 1, 0, 13, 13, 13, 6, 13, 1, 13, 13, 13, 13, 6, 13, 6, 13, 13, 13, 8, 6, 8, 6, 13, 1, 13, 8, 13, 13, 13, 1, 13, 13, 13, 13, 13, 18, 13, 13, 18, 1, 13]",859,139,3.5,64,795
,,num_word_similarity,24,24,linear,sentence-based,n50_de_bc,"[ 6  1  9 22  7  1  1 14 23  5  7 21  2 20  7 19  7  8  1 13  0  3 16  7  6
 14 15  1 18 11  3  7  7  8  1 17 21  1  7 15  4 10  2 17  6 12 10  1  7  8]",289,59,1,144,145
,,num_word_similarity,24,9,cosine,word-based,n50_de_bc,"[7, 14, 4, 7, 2, 14, 14, 0, 14, 5, 0, 7, 14, 10, 3, 7, 5, 5, 14, 7, 14, 0, 5, 14, 14, 0, 14, 14, 5, 2, 0, 5, 5, 5, 14, 10, 14, 14, 3, 14, 14, 0, 6, 14, 5, 14, 7, 14, 4, 14]",619,77,2,126,493
,,num_word_similarity,24,24,cosine,sentence-based,n50_de_bc,"[ 4 13  6  6  4 20 14 17 21  4  4  4 17  0  1  2  4  3  4 10 18  5  4  4 22
  2  2  9  1 16  5  4  1  3 11 15  4  8  1  2 12  5 12  2 23 21  7 19  4  4]",339,59,1,144,195
,,total_set_similairy,8,6,nearest_neighbors,word-based,n50_de_bc,"[3, 3, 3, 1, 3, 3, 3, 3, 5, 6, 0, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 0, 3, 6, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 5, 3, 3, 3]",1527,149,2,54,1473
,,total_set_similairy,8,8,nearest_neighbors,sentence-based,n50_de_bc,"[5 7 1 7 3 2 6 2 3 0 1 7 2 7 3 3 0 7 6 7 5 1 6 5 4 2 2 5 3 2 1 7 0 6 5 4 6
 4 3 2 7 1 5 7 6 3 4 6 0 5]",399,69,7,134,265
,,total_set_similairy,8,7,precomputed,word-based,n50_de_bc,"[6, 2, 3, 3, 6, 6, 6, 6, 2, 6, 0, 6, 2, 0, 7, 6, 0, 6, 6, 3, 2, 2, 1, 1, 6, 2, 3, 6, 0, 6, 2, 5, 0, 6, 6, 6, 6, 6, 5, 6, 1, 2, 2, 6, 0, 2, 2, 6, 3, 3]",673,89,6,114,559
,,total_set_similairy,8,8,precomputed,sentence-based,n50_de_bc,"[1 1 7 7 0 6 6 1 0 4 4 4 1 4 2 0 3 4 1 4 1 5 6 0 1 6 6 1 2 0 5 4 2 4 1 1 4
 1 2 6 0 5 1 6 5 0 1 1 3 1]",469,89,5.5,114,355
,,total_set_similairy,8,8,rbf,word-based,n50_de_bc,"[4, 4, 7, 5, 6, 4, 4, 4, 4, 0, 0, 2, 3, 4, 4, 4, 4, 4, 2, 4, 4, 3, 0, 3, 1, 3, 4, 4, 4, 4, 3, 2, 4, 2, 4, 4, 4, 1, 0, 4, 4, 3, 4, 4, 2, 4, 4, 4, 4, 4]",969,109,3,94,875
,,total_set_similairy,8,8,rbf,sentence-based,n50_de_bc,"[0 0 1 2 6 0 0 0 3 5 7 0 0 2 4 3 5 2 0 0 0 1 0 3 0 0 0 0 4 0 1 2 4 0 0 0 0
 0 2 0 3 1 0 2 0 3 0 0 5 0]",759,135,3.5,68,691
,,total_set_similairy,8,6,sigmoid,word-based,n50_de_bc,"[3, 4, 4, 4, 3, 4, 2, 1, 1, 2, 0, 5, 4, 2, 2, 1, 2, 2, 4, 5, 4, 3, 2, 4, 4, 4, 0, 4, 4, 4, 4, 0, 2, 5, 1, 4, 5, 4, 5, 0, 5, 3, 4, 0, 5, 5, 4, 1, 5, 5]",567,95,6.5,108,459
,,total_set_similairy,8,8,sigmoid,sentence-based,n50_de_bc,"[0 0 0 4 7 0 0 0 6 7 0 0 0 0 7 0 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 0 0 0 0
 0 5 0 2 0 0 0 0 0 0 0 7 0]",1367,161,1,42,1325
,,total_set_similairy,8,7,polynomial,word-based,n50_de_bc,"[4, 2, 2, 2, 5, 6, 2, 6, 1, 4, 0, 5, 6, 1, 2, 4, 2, 2, 4, 2, 6, 6, 1, 2, 6, 6, 1, 4, 2, 2, 6, 0, 2, 5, 2, 6, 6, 6, 3, 1, 0, 6, 5, 1, 5, 0, 2, 1, 4, 2]",537,81,6,122,415
,,total_set_similairy,8,8,polynomial,sentence-based,n50_de_bc,"[1 1 1 7 6 1 1 1 6 0 1 1 1 2 2 2 0 5 1 1 1 1 2 1 1 1 1 1 2 1 1 4 0 1 1 1 1
 1 2 1 3 1 1 2 1 2 1 1 0 1]",1061,127,1.5,76,985
,,total_set_similairy,8,6,poly,word-based,n50_de_bc,"[4, 4, 5, 5, 2, 4, 4, 4, 2, 5, 0, 4, 4, 4, 4, 4, 2, 1, 4, 2, 7, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 2, 7, 4, 4, 4, 4, 4, 4, 2, 4]",1193,157,2.5,46,1147
,,total_set_similairy,8,8,poly,sentence-based,n50_de_bc,"[0 0 0 6 5 0 0 0 5 3 0 0 0 7 7 7 3 4 0 0 0 0 7 0 0 0 0 0 7 0 0 1 3 0 0 0 0
 0 7 0 2 0 0 7 0 7 0 0 3 0]",1061,127,1.5,76,985
,,total_set_similairy,8,5,linear,word-based,n50_de_bc,"[7, 7, 1, 1, 7, 7, 5, 7, 7, 6, 0, 7, 7, 5, 5, 7, 5, 6, 7, 7, 7, 7, 5, 7, 7, 7, 5, 7, 7, 7, 7, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7]",1327,131,2,72,1255
,,total_set_similairy,8,8,linear,sentence-based,n50_de_bc,"[0 0 0 2 6 0 0 0 5 6 0 0 0 0 0 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 4 6 0 0 0 0
 0 7 0 1 0 0 0 0 0 0 0 6 0]",1437,159,1,44,1393
,,total_set_similairy,8,7,cosine,word-based,n50_de_bc,"[6, 4, 3, 0, 6, 3, 3, 3, 7, 4, 0, 0, 6, 4, 4, 4, 4, 0, 3, 4, 3, 3, 4, 3, 3, 3, 0, 3, 4, 3, 6, 0, 4, 3, 0, 6, 3, 3, 3, 3, 0, 3, 2, 6, 5, 3, 3, 4, 4, 3]",697,97,6,106,591
,,total_set_similairy,8,8,cosine,sentence-based,n50_de_bc,"[0 3 4 4 7 0 0 0 5 6 3 3 0 0 1 5 6 0 0 0 0 3 0 3 0 0 0 0 1 0 3 2 1 0 0 0 0
 0 1 0 3 3 0 0 3 5 0 0 6 0]",779,137,3,66,713
,,total_set_similairy,10,9,nearest_neighbors,word-based,n50_de_bc,"[4, 2, 7, 1, 5, 5, 9, 5, 5, 7, 0, 4, 4, 9, 9, 6, 7, 5, 2, 4, 2, 2, 9, 2, 5, 4, 5, 2, 9, 3, 2, 2, 9, 4, 5, 4, 4, 2, 2, 5, 2, 2, 2, 9, 1, 2, 2, 9, 7, 9]",543,67,4,136,407
