,token,POS,count,relevance
664,elevator,NOUN,9,0.4272847452575319
665,rent,NOUN,11,0.20773799710315577
666,mud,NOUN,1,0.22551683652373689
667,transit,NOUN,22,0.6517915684485085
668,setup,NOUN,1,0.26636590101797236
669,atmosphere,NOUN,3,0.22332282212400095
670,divider,NOUN,1,0.3040113597361863
671,lake,NOUN,1,0.25650138876333006
672,mechanism,NOUN,1,0.3217135088913117
673,platform,NOUN,10,0.5010828081664356
674,craft,NOUN,1,0.4301705171773287
675,wire,NOUN,8,0.308875693000559
676,thoroughfare,NOUN,2,0.43420060663690385
677,phoenix,NOUN,1,0.30757585731999026
678,furniture,NOUN,1,0.22125455862154084
679,tracker,NOUN,2,0.2652627110976742
680,shuttle,NOUN,15,0.50068742035363
681,civilian,NOUN,1,0.37514728238369477
682,disaster,NOUN,2,0.22405921118743435
683,run,NOUN,2,0.21713164263808524
684,radius,NOUN,4,0.3881637008956428
685,compact,NOUN,1,0.3073602471777611
686,capsule,NOUN,3,0.28401231212796496
687,software,NOUN,5,0.27964427170328027
688,purpose,NOUN,3,0.3721953833451227
689,funicular,NOUN,1,0.358829353923261
690,mass,NOUN,5,0.2596741917210327
691,surface,NOUN,3,0.37015869612925933
692,pedestrian,NOUN,18,0.5117205097379905
693,side,NOUN,32,0.27231957085715713
694,gps,NOUN,1,0.34707608582693245
695,variable,NOUN,1,0.2376888862487991
696,net,NOUN,2,0.20451815952476393
697,layout,NOUN,2,0.25024625330019645
698,manufacturer,NOUN,1,0.3034147879852192
699,wreck,NOUN,1,0.29899150575771294
700,tube,NOUN,33,0.4047936838983745
701,process,NOUN,4,0.2754534942649783
702,auto,NOUN,4,0.48047875025345327
703,umbrella,NOUN,1,0.21756658207113144
704,motion,NOUN,1,0.2057377417742985
705,ride,NOUN,61,0.39431880134605307
706,hybrid,NOUN,5,0.28845937237715474
707,house,NOUN,26,0.31628500653193736
708,ridesharing,NOUN,4,0.34354931827355983
709,circulator,NOUN,1,0.39774813947886334
710,aircraft,NOUN,3,0.6258330616227147
711,terrain,NOUN,2,0.5003228853809614
712,state,NOUN,8,0.43199733194018797
713,minicoach,NOUN,1,0.3270449747162747
714,county,NOUN,4,0.4622786561711484
715,seating,NOUN,3,0.36807797698908834
716,conveyor,NOUN,8,0.3574610386911064
717,rickshaw,NOUN,5,0.39118647514895943
718,complex,NOUN,1,0.370936857443417
719,camel,NOUN,1,0.22056451583948075
720,interchange,NOUN,1,0.37574186306401347
721,farm,NOUN,1,0.28381901416335964
722,ship,NOUN,5,0.5484711156640679
723,proposal,NOUN,1,0.24556526924187588
724,surroundings,NOUN,1,0.2430357577957985
725,funding,NOUN,1,0.308516206341795
726,quadcopters,NOUN,1,0.3619510231926696
727,arch,NOUN,1,0.24099093902157526
728,threshold,NOUN,2,0.2462255036737952
729,baggage,NOUN,1,0.29715584716088106
730,item,NOUN,11,0.2650813838734296
731,trailer,NOUN,3,0.47516672591608916
732,circulators,NOUN,1,0.31982370676567295
733,ft,NOUN,1,0.273128631191739
734,card,NOUN,26,0.20383543031588203
735,trolley,NOUN,35,0.5266620220124032
736,cycle,NOUN,6,0.24814725241443997
737,center,NOUN,21,0.29002921120234904
738,connectivity,NOUN,1,0.30030668211657335
739,tool,NOUN,2,0.23217669249698983
740,room,NOUN,8,0.247852906712126
741,plexiglas,NOUN,1,0.3043906026522096
742,resort,NOUN,3,0.3316182655190199
743,group,NOUN,10,0.2839601239356594
744,back,NOUN,10,0.20551291173302078
745,access,NOUN,17,0.28223829808198353
746,reduction,NOUN,1,0.27172416150102296
747,telephone,NOUN,3,0.29496587393113183
748,electricity,NOUN,13,0.4300093424818693
749,sedan,NOUN,1,0.4341124199892347
750,intersection,NOUN,8,0.3313117755956324
751,population,NOUN,9,0.23778501362436516
752,planet,NOUN,1,0.22787183383995713
753,energy,NOUN,50,0.3399309320782161
754,mower,NOUN,2,0.2967425482930404
755,airship,NOUN,4,0.42355354712153276
756,antenna,NOUN,1,0.4349073401038998
757,flash,NOUN,1,0.2059567399565635
758,minivan,NOUN,2,0.594243676167747
759,kiosk,NOUN,7,0.34639751024410853
760,quadrant,NOUN,2,0.3152954433001086
761,pack,NOUN,4,0.25140374654058295
762,vendor,NOUN,1,0.2608094356276283
763,use,NOUN,28,0.2220070161444037
764,weight,NOUN,4,0.24194718908557322
765,sight,NOUN,2,0.2273065382388057
766,density,NOUN,2,0.2351337937334666
767,logo,NOUN,1,0.26936559951003025
768,mileage,NOUN,2,0.3311457304034323
769,mobile,NOUN,1,0.4138507882455654
770,growth,NOUN,2,0.2846598551361603
771,leg,NOUN,1,0.2481264924433001
772,turnstile,NOUN,1,0.209060920849794
773,recharging,NOUN,1,0.3637743231231297
774,streetcar,NOUN,6,0.4784792890442532
775,escalator,NOUN,7,0.28828893532998245
776,magnet,NOUN,9,0.2980164847494466
777,infrastructure,NOUN,12,0.5213170509889777
778,mail,NOUN,2,0.20203591422385636
779,weather,NOUN,18,0.3074787679116483
780,plan,NOUN,2,0.3922580899435756
781,array,NOUN,1,0.2639068218783457
782,snow,NOUN,7,0.2084348579402045
783,condition,NOUN,4,0.20054903209411415
784,hole,NOUN,1,0.22897373333469756
785,revenue,NOUN,3,0.33126737158351416
786,milage,NOUN,1,0.31490252811542463
787,cruise,NOUN,2,0.21841330269990217
788,driveway,NOUN,1,0.420778388643392
789,wiper,NOUN,1,0.35995991863750393
790,rectangle,NOUN,1,0.29348821036758455
791,bikeways,NOUN,1,0.4139458718108078
792,damage,NOUN,3,0.2500074689268881
793,gasoline,NOUN,7,0.5025983414797774
794,zone,NOUN,3,0.4842515735610602
795,carbon,NOUN,5,0.3420954605902251
796,phone,NOUN,35,0.23130083883521704
797,bicycle,NOUN,80,0.5787395633583634
798,mover,NOUN,7,0.3254408119840243
799,environment,NOUN,20,0.2559173213881822
800,flow,NOUN,6,0.26858440794483945
801,home,NOUN,22,0.32577775058001557
802,overhaul,NOUN,2,0.26955626120069925
803,application,NOUN,4,0.33790182040924543
804,node,NOUN,2,0.3148637769118624
805,decker,NOUN,2,0.22089817076359064
806,earth,NOUN,4,0.23927730240497788
807,eco,NOUN,1,0.2554415946493832
808,busstops,NOUN,1,0.3527219414060019
809,trollies,NOUN,1,0.446778060871018
810,bikers,NOUN,3,0.20442433683852002
811,fleet,NOUN,14,0.4689438447917838
812,plank,NOUN,1,0.30607964951361766
813,occupant,NOUN,3,0.3381286326502389
814,recharger,NOUN,1,0.3053321587851101
815,zipcar,NOUN,1,0.3763155006116712
816,driver,NOUN,56,0.3751249538109644
817,windshield,NOUN,1,0.4324791264607583
818,centre,NOUN,1,0.2653849155990191
819,order,NOUN,13,0.2102422677673171
820,field,NOUN,2,0.3018891822265517
821,freight,NOUN,2,0.507484568841563
822,canoe,NOUN,2,0.2953418427077237
823,public,NOUN,2,0.289069729645302
824,tax,NOUN,15,0.3259226543283085
825,maintenance,NOUN,5,0.42802267897280766
826,fare,NOUN,9,0.2703094645932792
827,ton,NOUN,6,0.33294263641424493
828,fuel,NOUN,21,0.5068225676430179
829,security,NOUN,5,0.28124552742663644
830,lyft,NOUN,4,0.297666264264485
831,shopping,NOUN,20,0.43243041247304626
832,gravity,NOUN,2,0.22310708748704133
833,grocery,NOUN,17,0.20358460160730363
834,income,NOUN,2,0.20793597556584809
835,pedal,NOUN,4,0.24360526496977006
836,blimp,NOUN,1,0.3474424785789743
837,landing,NOUN,4,0.351829873191059
838,scooter,NOUN,46,0.44059169769193557
839,entrance,NOUN,4,0.3856839388433344
840,wheelie,NOUN,1,0.2076268492065137
841,usage,NOUN,3,0.23963176271535955
842,code,NOUN,2,0.2749830538171768
843,mph,NOUN,3,0.3251747352026031
844,wheel,NOUN,11,0.44142511850441607
845,occupancy,NOUN,2,0.32329999637648804
846,pm,NOUN,1,0.2204432192088391
847,element,NOUN,4,0.2198437542848403
848,frame,NOUN,6,0.28641414350401645
849,bag,NOUN,1,0.2277735950951028
850,balloon,NOUN,2,0.3423417073934108
851,ski,NOUN,6,0.2859630513846696
852,venue,NOUN,1,0.35485170492021945
853,landmark,NOUN,3,0.27594953580433296
854,climate,NOUN,4,0.2106579421196479
855,region,NOUN,3,0.44579856516163574
856,plant,NOUN,2,0.5055846749636892
857,flooding,NOUN,1,0.3411102814869149
858,downtown,NOUN,37,0.7016198646322833
859,scanner,NOUN,1,0.32951395371237163
860,safety,NOUN,15,0.4080736642919671
861,spot,NOUN,13,0.2155114821737459
862,rest,NOUN,3,0.23744410021487927
863,subway,NOUN,48,0.41324207560118587
864,commuter,NOUN,16,0.5144269642160288
865,taxi,NOUN,65,0.45905303289608573
866,board,NOUN,13,0.22763864413795887
867,portal,NOUN,4,0.27473065471921354
868,stop,NOUN,76,0.24853304081716293
869,tram,NOUN,26,0.6427116500793919
870,highspeed,NOUN,3,0.3337361605494743
871,pole,NOUN,3,0.2069838029594804
872,country,NOUN,11,0.4024565023668788
873,roller,NOUN,6,0.3470876981371782
874,launch,NOUN,1,0.3249303295893663
875,wagon,NOUN,2,0.5026492156251372
876,industry,NOUN,6,0.2862505453599757
877,cart,NOUN,21,0.38822224248935405
878,schedule,NOUN,16,0.23841281585279214
879,cycling,NOUN,1,0.22655157949559207
880,driving,NOUN,9,0.387202948177119
881,velodrome,NOUN,1,0.39069450136100914
882,valley,NOUN,1,0.29114303554627313
883,zip,NOUN,2,0.3221028653760369
884,mountain,NOUN,2,0.27531585099670525
885,campus,NOUN,6,0.42497332888053946
886,enroute,NOUN,1,0.24562915233138652
887,meter,NOUN,1,0.26632039510440136
888,portion,NOUN,2,0.46386762275494486
889,steel,NOUN,1,0.2983781091448389
890,course,NOUN,3,0.23425666036464965
891,inside,NOUN,1,0.23365550898448975
892,air,NOUN,33,0.37490763434117136
893,momentum,NOUN,1,0.22303459286942848
894,economy,NOUN,4,0.3418819657706824
895,hover,NOUN,4,0.2869290376031671
896,mobility,NOUN,1,0.34641628626179155
897,tunneling,NOUN,1,0.2305358533210836
898,coast,NOUN,2,0.2505354050657387
899,light,NOUN,17,0.3080989741726456
900,sphere,NOUN,1,0.2509676680818248
901,metro,NOUN,10,0.6068659394840424
902,assistance,NOUN,1,0.2097841979644507
903,reservation,NOUN,1,0.3668947936103949
904,container,NOUN,2,0.5215256078197066
905,controller,NOUN,1,0.3395356649851963
906,boost,NOUN,1,0.2085360332079936
907,ball,NOUN,3,0.22936636342258926
908,village,NOUN,2,0.43048952126686924
909,supply,NOUN,2,0.34599176208379506
910,license,NOUN,6,0.3411795606197467
911,island,NOUN,1,0.2813812026525784
912,touchscreen,NOUN,1,0.21588501266007643
913,control,NOUN,7,0.3432627520440711
914,cabin,NOUN,2,0.412277677735885
915,concept,NOUN,4,0.2119345338565738
916,automobile,NOUN,5,0.6609185129367837
917,bandwidth,NOUN,1,0.24422152028855965
918,street,NOUN,73,0.35918163634390915
919,arrow,NOUN,1,0.3110184202474464
920,railcar,NOUN,1,0.5712464873497273
921,church,NOUN,3,0.2707199945185594
922,cluster,NOUN,1,0.3376674303291636
923,program,NOUN,13,0.30691324087004795
924,oil,NOUN,6,0.3049942570323256
925,pipe,NOUN,1,0.29659123812285015
926,amount,NOUN,27,0.2626870307650983
927,canal,NOUN,4,0.4251606914331568
928,rideshare,NOUN,1,0.3654262705889676
929,restaurant,NOUN,7,0.31928522820381555
930,wall,NOUN,1,0.250282618794206
931,brand,NOUN,1,0.20086914048765167
932,remote,NOUN,1,0.23893919628883353
933,carpools,NOUN,2,0.39924231526327525
934,expansion,NOUN,3,0.3393327062760184
935,camper,NOUN,1,0.20054463930371513
936,outskirt,NOUN,2,0.41080654029071983
937,skilift,NOUN,1,0.21688116769520416
938,wifi,NOUN,4,0.3603456403822454
939,gear,NOUN,3,0.3705766117588179
940,stretch,NOUN,3,0.34425252215087265
941,rocket,NOUN,3,0.4853094180592437
942,corridor,NOUN,2,0.6549373117650918
943,transfer,NOUN,2,0.2759270427267895
944,construction,NOUN,2,0.40825616177732377
945,parcel,NOUN,2,0.42902151135940986
946,scheme,NOUN,1,0.3724897265728981
947,shop,NOUN,6,0.2319013483018717
948,alleyway,NOUN,1,0.3074894156732847
949,ferry,NOUN,4,0.4350564852557279
950,object,NOUN,2,0.297386709301479
951,act,NOUN,1,0.23989576156991096
952,eagle,NOUN,1,0.2695820530584093
953,operation,NOUN,1,0.43157169808286555
954,yard,NOUN,1,0.24358411709061467
955,intercity,NOUN,1,0.4094257516586869
956,parachute,NOUN,1,0.26929376562132873
957,interface,NOUN,4,0.2553780744709267
958,thrust,NOUN,1,0.27367714029708873
959,place,NOUN,84,0.27585773278713455
960,location,NOUN,68,0.46944036497960206
961,accident,NOUN,19,0.21890369728409043
962,distance,NOUN,27,0.3040159529861845
963,customer,NOUN,9,0.3091051242583024
964,reforestation,NOUN,1,0.21840903235090625
965,packet,NOUN,1,0.26392273490889306
966,pod,NOUN,25,0.3474896556040523
967,water,NOUN,15,0.4300256644039264
968,people,NOUN,414,0.20123303703723866
969,luxury,NOUN,2,0.3026072518104971
970,pedicab,NOUN,4,0.3842693076895404
971,quarter,NOUN,1,0.2910487508255441
972,mode,NOUN,43,0.27793721742537164
973,chopper,NOUN,1,0.2823745849804747
974,load,NOUN,2,0.3400983122232983
975,upscale,NOUN,1,0.28500342331624184
976,product,NOUN,1,0.3265416766152529
977,penalty,NOUN,1,0.20399256645888922
978,floor,NOUN,5,0.38160195584227286
979,system,NOUN,358,0.5034336530382274
980,cityscape,NOUN,2,0.49259987409724426
981,dispatch,NOUN,1,0.2201440604032921
982,stoplight,NOUN,1,0.38885246841988685
983,inch,NOUN,2,0.21691533072209643
984,bar,NOUN,10,0.24265298365324234
985,toll,NOUN,5,0.3775333272595749
986,suburb,NOUN,17,0.52742188470957
987,helipad,NOUN,1,0.4539797703577933
988,moving,NOUN,3,0.21251754705822423
989,skyscraper,NOUN,2,0.4153732999395041
990,bus,NOUN,213,0.6766151841223162
991,axle,NOUN,1,0.5160133407193879
992,power,NOUN,32,0.3231694230339914
993,design,NOUN,7,0.24695320685727365
994,server,NOUN,1,0.2943905798165921
995,flight,NOUN,4,0.3961399321215071
996,budget,NOUN,2,0.2740294526167222
997,crossing,NOUN,4,0.33625932993695673
998,priority,NOUN,1,0.25488890491144706
999,army,NOUN,1,0.26106127071249013
1000,standard,NOUN,1,0.2610021404073107
1001,fluid,NOUN,2,0.23486821358565702
1002,purchase,NOUN,1,0.21151244456270213
1003,monorail,NOUN,28,0.5455079655979659
1004,tubular,NOUN,1,0.22043926391346821
1005,hr,NOUN,1,0.22895890624904205
1006,ramp,NOUN,4,0.5246943342580837
1007,docking,NOUN,2,0.2998231755370514
1008,ridership,NOUN,1,0.3008692137447909
1009,practice,NOUN,3,0.20828189861946053
1010,point,NOUN,34,0.2521483566159355
1011,limousine,NOUN,1,0.5219249726342551
1012,blade,NOUN,1,0.22396134329669853
1013,around,NOUN,1,0.29687398914202723
1014,lever,NOUN,1,0.24919887527040482
1015,electric,NOUN,3,0.37398036981257876
1016,sewer,NOUN,1,0.37877952399434295
1017,altitude,NOUN,5,0.30291788391091434
1018,extension,NOUN,1,0.3241531843820661
1019,trail,NOUN,3,0.39375707908896346
1020,authority,NOUN,1,0.3433291778441317
1021,storage,NOUN,1,0.40747245200120985
1022,convenience,NOUN,3,0.2338839366308339
1023,business,NOUN,20,0.31018005089585654
1024,efficiency,NOUN,5,0.2902344403894625
1025,event,NOUN,6,0.30475192499598713
1026,box,NOUN,7,0.20342908459166797
1027,shortcut,NOUN,1,0.21630291823313375
1028,segway,NOUN,12,0.48670499354154473
1029,fire,NOUN,3,0.41946573565814826
1030,escort,NOUN,1,0.2606791697016378
1031,terminal,NOUN,6,0.49846207857812386
1032,desert,NOUN,1,0.20523172798827438
1033,firefighter,NOUN,1,0.2448417423031494
1034,nuclear,NOUN,1,0.21975596349179585
1035,network,NOUN,28,0.35133605410545665
1036,consumer,NOUN,1,0.22847207174251957
1037,runoff,NOUN,1,0.2735612926601515
1038,skyway,NOUN,1,0.504205079646159
1039,bullet,NOUN,10,0.28443753909703495
1040,carpool,NOUN,15,0.2969981423611164
1041,obstacle,NOUN,1,0.22945439686513436
1042,million,NOUN,1,0.29836782462788586
1043,mile,NOUN,30,0.35256037299491494
1044,technology,NOUN,32,0.3411589819120411
1045,catapult,NOUN,1,0.28055927306470935
1046,outside,NOUN,1,0.3469708150543479
1047,block,NOUN,11,0.44249453711643916
1048,train,NOUN,127,0.5751380579691464
1049,legislation,NOUN,1,0.2556412027890763
1050,hoverboard,NOUN,9,0.35473582061338804
1051,roadway,NOUN,14,0.6562523184645421
1052,charging,NOUN,1,0.33539736282597804
1053,activity,NOUN,4,0.27819644924498754
1054,testing,NOUN,1,0.2343238616132826
1055,driverless,NOUN,7,0.44736040572719804
1056,hour,NOUN,37,0.2990293881403925
1057,wheelchair,NOUN,3,0.2813873667123276
1058,neighborhood,NOUN,163,0.5477032620316608
1059,underground,NOUN,3,0.2950873178651219
1060,laptop,NOUN,1,0.27054160141689804
1061,motorbike,NOUN,2,0.42462777591198847
1062,prison,NOUN,1,0.22368134342515655
1063,gondola,NOUN,3,0.4567827355785401
1064,map,NOUN,5,0.27316013415855
1065,carriage,NOUN,14,0.5775473573721657
1066,railway,NOUN,25,0.48884237606017183
1067,bikeshare,NOUN,2,0.4972924133542772
1068,noise,NOUN,2,0.2454480459982343
1069,combination,NOUN,7,0.2226653476227298
1070,theater,NOUN,1,0.2138513034669209
1071,lid,NOUN,1,0.2524223880151424
1072,rotating,NOUN,2,0.2021423725316347
1073,crowd,NOUN,1,0.2696419137632822
1074,borough,NOUN,1,0.5105279989339483
1075,navigation,NOUN,1,0.345262964727283
1076,mattress,NOUN,1,0.2329616521167277
1077,trainbus,NOUN,1,0.3812454905033039
1078,charter,NOUN,1,0.2752621206520267
1079,rope,NOUN,2,0.20129477360520917
1080,utility,NOUN,1,0.46411995051583704
1081,smoke,NOUN,1,0.20786326075484696
1082,police,NOUN,1,0.37233498199451887
1083,arm,NOUN,1,0.30284756703354215
1084,lock,NOUN,2,0.2677686373248777
1085,space,NOUN,23,0.40067159157181176
1086,emergency,NOUN,5,0.43293561142984793
1087,rubber,NOUN,1,0.2015377037572713
1088,property,NOUN,2,0.49577601249681574
1089,route,NOUN,62,0.560358758725696
1090,government,NOUN,13,0.2908422360153954
1091,pickup,NOUN,13,0.4403803396242511
1092,bank,NOUN,9,0.40666964556887253
1093,tarp,NOUN,1,0.2284986728287388
1094,reuse,NOUN,1,0.2804123293714107
1095,flyer,NOUN,1,0.3769017272762931
1096,stagecoach,NOUN,1,0.397355921015213
1097,skylift,NOUN,1,0.4636516428466733
1098,alley,NOUN,1,0.22224063563045782
1099,ditch,NOUN,1,0.31275309738241974
1100,transpo,NOUN,1,0.37439210690858415
1101,fatality,NOUN,1,0.21887917830775946
1102,aquarium,NOUN,1,0.26135634600494345
1103,cargo,NOUN,4,0.48907400698898906
1104,helmet,NOUN,2,0.31578952876629385
1105,depot,NOUN,1,0.581935644737139
1106,residence,NOUN,2,0.25369726241145146
1107,suv,NOUN,1,0.6450187875573354
1108,pad,NOUN,5,0.3946136687840798
1109,concrete,NOUN,2,0.38218350714102156
1110,operator,NOUN,1,0.43682075950191007
1111,unicycle,NOUN,1,0.27173860382862397
1112,truck,NOUN,14,0.7852429164810567
1113,limo,NOUN,1,0.3980081930373547
1114,vessel,NOUN,4,0.5665634141118755
1115,door,NOUN,15,0.27519016582805805
1116,artery,NOUN,2,0.3268069892582496
1117,district,NOUN,7,0.5298837879521417
1118,sale,NOUN,4,0.2646281032462602
1119,spill,NOUN,1,0.20564164823506553
1120,app,NOUN,72,0.26263579706096485
1121,delivery,NOUN,12,0.3097108407090864
1122,device,NOUN,22,0.479144518241111
1123,park,NOUN,6,0.3958480277000856
1124,signal,NOUN,3,0.41526864710075573
1125,vacuum,NOUN,3,0.2387707380387925
1126,option,NOUN,24,0.31063751452108146
1127,drive,NOUN,8,0.4602890943015365
1128,restroom,NOUN,1,0.2609953656728416
1129,increase,NOUN,1,0.2295705724788524
1130,biking,NOUN,6,0.2545616298422277
1131,fountain,NOUN,1,0.2617692131656198
1132,railroad,NOUN,4,0.5075797139706655
1133,scrap,NOUN,1,0.290275989143998
1134,transport,NOUN,81,0.5411269005015813
1135,limit,NOUN,7,0.23245225836653005
1136,designation,NOUN,1,0.4014621263188781
1137,building,NOUN,12,0.5490868235738471
1138,florida,NOUN,1,0.24075667456680414
1139,second,NOUN,4,0.2242720666634027
1140,machine,NOUN,13,0.3225981210130605
1141,railing,NOUN,3,0.20025634709870443
1142,battery,NOUN,15,0.4702851806325349
1143,circle,NOUN,1,0.2748507859449319
1144,deposit,NOUN,6,0.3054752566304524
1145,fully,ADV,2,0.34687885725127815
1146,quickly,ADV,25,0.23547774237202931
1147,either,ADV,3,0.29483311976384635
1148,electronically,ADV,1,0.2484360973561276
1149,then,ADV,10,0.3883841908824052
1150,mass,ADV,1,0.2596741917210327
1151,however,ADV,17,0.20070546871322906
1152,hover,ADV,2,0.2869290376031671
1153,now,ADV,6,0.3276846264882767
1154,specially,ADV,2,0.29361608139525186
1155,electrically,ADV,1,0.33884500417701435
1156,home,ADV,11,0.32577775058001557
1157,trolly,ADV,1,0.33975676297224056
1158,way,ADV,1,0.21874229119052713
1159,around,ADV,31,0.29687398914202723
1160,of,ADV,3,0.285912462794925
1161,eventually,ADV,1,0.21532447613762806
1162,scooter,ADV,5,0.44059169769193557
1163,privately,ADV,2,0.2382300885008492
1164,usually,ADV,2,0.20621449418556195
1165,underground,ADV,8,0.2950873178651219
1166,already,ADV,17,0.21428777447053277
1167,hilly,ADV,1,0.3120644717147614
1168,subsequently,ADV,1,0.20094437179814068
1169,fast,ADV,28,0.22915665822283482
1170,therefore,ADV,2,0.23817433234283636
1171,away,ADV,16,0.2463131572478955
1172,overhead,ADV,3,0.42045190829977613
1173,once,ADV,3,0.27331352117603264
1174,safely,ADV,7,0.2966709416572523
1175,instead,ADV,57,0.2606541096835569
1176,easily,ADV,27,0.20219448507250184
1177,locally,ADV,2,0.3613973601801619
1178,back,ADV,30,0.20551291173302078
1179,manually,ADV,4,0.25308589449546604
1180,vertically,ADV,1,0.2667133056274036
1181,course,ADV,4,0.23425666036464965
1182,also,ADV,109,0.20048419688216929
1183,outside,ADV,2,0.3469708150543479
1184,only,ADV,2,0.2068837181270771
1185,west,ADV,1,0.3235820705636687
1186,along,ADV,2,0.20495248065931224
1187,typically,ADV,2,0.22561276487244003
1188,large,ADV,2,0.27845675997859315
1189,nearby,ADV,4,0.3611638576790101
1190,autonomously,ADV,3,0.2636237085334444
1191,rapidly,ADV,3,0.25827335053485667
1192,thus,ADV,3,0.2907669038106357
1193,just,ADV,12,0.22446441742497092
1194,approximately,ADV,1,0.3737441248661012
1195,automatically,ADV,14,0.22772537850077618
1196,environmentally,ADV,6,0.3154719320556693
1197,normally,ADV,3,0.2229220247192369
1198,remotely,ADV,1,0.3316031621774718
1199,roughly,ADV,2,0.24883223028780527
1200,almost,ADV,13,0.22784890052464032
1201,uphill,ADV,1,0.21237414409207026
1202,directly,ADV,15,0.34426829797706937
1203,as,ADV,1,0.21133201182588662
1204,immediately,ADV,2,0.278987607879518
1205,load,ADV,1,0.3400983122232983
1206,when,ADV,15,0.31507077658795346
1207,completely,ADV,13,0.26221777090672094
1208,continuously,ADV,2,0.23047774648742458
1209,conveniently,ADV,1,0.23708688780598444
1210,that,ADV,1,0.2198806323225807
1211,inside,ADV,5,0.23365550898448975
1212,finally,ADV,1,0.23159311807899263
1213,nearly,ADV,3,0.26854362581950875
1214,sidewalks,ADV,1,0.42549819748061957
1215,south,ADV,1,0.2867187457078897
1216,where,ADV,5,0.32361154129356967
1217,next,ADV,2,0.23474005067944723
1218,buckboard,ADJ,1,0.3377450192509098
1219,integrated,ADJ,4,0.2472374006788049
1220,pedestrian,ADJ,1,0.5117205097379905
1221,low,ADJ,25,0.2650721417077699
1222,vertical,ADJ,2,0.2907311830462344
1223,main,ADJ,34,0.30781090671579253
1224,functional,ADJ,1,0.21407698453656154
1225,outside,ADJ,1,0.3469708150543479
1226,funicular,ADJ,1,0.358829353923261
1227,pneumatic,ADJ,4,0.31824618810249006
1228,snowmobile,ADJ,1,0.5065846456214211
1229,mesh,ADJ,1,0.24618117827036193
1230,direct,ADJ,4,0.2100297356648676
1231,residential,ADJ,6,0.49817192831737717
1232,hydroelectric,ADJ,1,0.26489327252739847
1233,conveyor,ADJ,8,0.3574610386911064
1234,large,ADJ,60,0.27845675997859315
1235,movable,ADJ,2,0.2733834856957886
1236,taxi,ADJ,1,0.45905303289608573
1237,solar,ADJ,58,0.37626251394305016
1238,public,ADJ,101,0.289069729645302
1239,portable,ADJ,4,0.21621324086249444
1240,effective,ADJ,4,0.2007960461661537
1241,military,ADJ,2,0.285195696026191
1242,ski,ADJ,4,0.2859630513846696
1243,enclosed,ADJ,4,0.3270447632904714
1244,southeast,ADJ,1,0.30428844333264105
1245,continuous,ADJ,1,0.27341963160178534
1246,wheeled,ADJ,1,0.4956494519248492
1247,rickshaw,ADJ,4,0.39118647514895943
1248,civilian,ADJ,2,0.37514728238369477
1249,driverless,ADJ,15,0.44736040572719804
1250,northwest,ADJ,2,0.2831949489979538
1251,rent,ADJ,1,0.20773799710315577
1252,affordable,ADJ,14,0.2785963613146605
1253,bidirectional,ADJ,1,0.22733518099342237
1254,total,ADJ,3,0.22547906412798052
1255,mid,ADJ,1,0.32573794847805
1256,pickup,ADJ,2,0.4403803396242511
1257,aerial,ADJ,3,0.37521421150212747
1258,remote,ADJ,4,0.23893919628883353
1259,waterproof,ADJ,1,0.21492731047273345
1260,rear,ADJ,1,0.4331404720833681
1261,sustainable,ADJ,2,0.21284084396148126
1262,dual,ADJ,1,0.22030720279691113
1263,retractable,ADJ,1,0.3491420844506637
1264,automatic,ADJ,9,0.32625468371339245
1265,primary,ADJ,2,0.20325953414761186
1266,postal,ADJ,1,0.32217619142932974
1267,lite,ADJ,1,0.20271443359677774
1268,mechanized,ADJ,1,0.27504337638116916
1269,which,ADJ,1,0.420702638525147
1270,massive,ADJ,4,0.32017969952366526
1271,streamlined,ADJ,1,0.22234029401537753
1272,hybrid,ADJ,10,0.28845937237715474
1273,adjacent,ADJ,1,0.3042559520266447
1274,third,ADJ,1,0.22050946500422458
1275,south,ADJ,1,0.2867187457078897
1276,corporate,ADJ,1,0.25936145193945664
1277,circular,ADJ,1,0.30944651372227955
1278,narrow,ADJ,4,0.26262228470315346
1279,steep,ADJ,1,0.2964717084824151
1280,metro,ADJ,1,0.6068659394840424
1281,nw,ADJ,1,0.28262326905428536
1282,single,ADJ,16,0.24267832161996183
1283,express,ADJ,2,0.20919889878217746
1284,dry,ADJ,4,0.23942570366887972
1285,hoverboard,ADJ,2,0.35473582061338804
1286,permanent,ADJ,1,0.2973285905306844
1287,diagonal,ADJ,1,0.2126273663037001
1288,proper,ADJ,5,0.20260617445498644
1289,pedal,ADJ,1,0.24360526496977006
1290,highspeed,ADJ,1,0.3337361605494743
1291,inner,ADJ,3,0.20811643942912741
1292,autonomous,ADJ,16,0.3106991525998522
1293,citywide,ADJ,1,0.40115060860726875
1294,horizontal,ADJ,1,0.2215563991159542
1295,open,ADJ,5,0.2218088317525761
1296,bike,ADJ,2,0.5643797310512227
1297,commercial,ADJ,5,0.4129003158349116
1298,navigational,ADJ,1,0.21719764086261728
1299,electrified,ADJ,1,0.24609294507039908
1300,entire,ADJ,7,0.34160614404891665
1301,second,ADJ,2,0.2242720666634027
1302,rentable,ADJ,5,0.27621018079058757
1303,centralized,ADJ,2,0.2513038254170218
1304,electrical,ADJ,5,0.3184999377335761
1305,semiautonomous,ADJ,1,0.2039403845913662
1306,next,ADJ,16,0.23474005067944723
